,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
886,2022092100100399,2022년 9월 21일 16시,수요일,경기도 안산시 상록구 사동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,개인형이동수단(PM),남,12세,중상
887,2022092200100105,2022년 9월 22일 08시,목요일,경기도 광주시 오포읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,남,11세,중상
888,2022092200100431,2022년 9월 22일 17시,목요일,경기도 안산시 단원구 초지동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,16세,상해없음,보행자,남,11세,경상
889,2022092300100112,2022년 9월 23일 08시,금요일,경기도 의정부시 호원동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,남,10세,경상
890,2022092300100378,2022년 9월 23일 15시,금요일,경기도 동두천시 생연동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,기타 - 기타,개인형이동수단(PM),남,15세,상해없음,보행자,여,12세,경상
891,2022092300100394,2022년 9월 23일 16시,금요일,경기도 안양시 동안구 호계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,자전거,남,10세,경상
892,2022092300100430,2022년 9월 23일 16시,금요일,경기도 고양시 일산서구 일산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,16세,상해없음,자전거,남,11세,경상
893,2022092400100418,2022년 9월 24일 16시,토요일,경기도 용인시 처인구 고림동,부상신고사고,0,0,0,1,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,남,10세,부상신고
894,2022092400100456,2022년 9월 24일 17시,토요일,경기도 성남시 분당구 야탑동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,39세,상해없음,자전거,남,10세,경상
895,2022092500100401,2022년 9월 25일 19시,일요일,경기도 양주시 옥정동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,70세,상해없음,보행자,남,10세,경상
896,2022092600100368,2022년 9월 26일 16시,월요일,경기도 안산시 상록구 건건동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,기타,맑음,단일로 - 기타,승용,여,68세,상해없음,보행자,여,10세,경상
897,2022092700100357,2022년 9월 27일 16시,화요일,경기도 의왕시 삼동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,46세,상해없음,자전거,남,10세,중상
898,2022092700100563,2022년 9월 27일 20시,화요일,경기도 수원시 팔달구 화서동,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,원동기,남,30세,상해없음,자전거,남,11세,부상신고
899,2022092800100350,2022년 9월 28일 15시,수요일,경기도 고양시 일산서구 덕이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,자전거,남,11세,경상
900,2022092800100362,2022년 9월 28일 16시,수요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,48세,상해없음,보행자,여,12세,경상
901,2022092800100433,2022년 9월 28일 17시,수요일,경기도 의정부시 녹양동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,27세,상해없음,자전거,여,11세,경상
902,2022092800100482,2022년 9월 28일 18시,수요일,경기도 남양주시 호평동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,기타,맑음,단일로 - 기타,개인형이동수단(PM),여,13세,상해없음,보행자,남,12세,경상
903,2022092900100352,2022년 9월 29일 15시,목요일,경기도 수원시 권선구 고색동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,보행자,남,12세,경상
904,2022092900100515,2022년 9월 29일 18시,목요일,경기도 고양시 일산동구 중산동,경상사고,0,0,1,0,차대차 - 측면충돌,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,47세,상해없음,자전거,남,10세,경상
905,2022092900100516,2022년 9월 29일 18시,목요일,경기도 파주시 검산동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,보행자,여,11세,부상신고
906,2022093000100492,2022년 9월 30일 17시,금요일,경기도 남양주시 화도읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,78세,상해없음,자전거,남,10세,중상
907,2022100100100430,2022년 10월 1일 16시,토요일,경기도 남양주시 와부읍,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,기타,기타 - 기타,승용,남,83세,상해없음,자전거,남,11세,경상
910,2022100400100411,2022년 10월 4일 17시,화요일,경기도 고양시 덕양구 행신동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,자전거,남,11세,경상
912,2022100500100404,2022년 10월 5일 17시,수요일,경기도 안산시 상록구 본오동,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,66세,상해없음,보행자,남,10세,중상
913,2022100600100376,2022년 10월 6일 16시,목요일,경기도 의정부시 낙양동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,33세,상해없음,보행자,여,11세,경상
914,2022100600100428,2022년 10월 6일 18시,목요일,경기도 이천시 창전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,기타 - 기타,승용,남,42세,상해없음,자전거,남,10세,경상
915,2022100700100350,2022년 10월 7일 14시,금요일,경기도 안산시 단원구 고잔동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,자전거,남,11세,경상
917,2022100900100158,2022년 10월 9일 12시,일요일,경기도 군포시 당정동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,58세,상해없음,보행자,여,11세,경상
918,2022101100100475,2022년 10월 11일 17시,화요일,경기도 용인시 기흥구 상갈동,부상신고사고,0,0,0,1,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로안,자전거,기타불명,미분류,기타불명,자전거,남,12세,부상신고
919,2022101200100318,2022년 10월 12일 14시,수요일,경기도 평택시 신장동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상
920,2022101400100446,2022년 10월 14일 17시,금요일,경기도 시흥시 배곧동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,자전거,남,11세,부상신고
921,2022101400100478,2022년 10월 14일 17시,금요일,경기도 의정부시 가능동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,43세,상해없음,보행자,남,10세,부상신고
922,2022101500100140,2022년 10월 15일 10시,토요일,경기도 의정부시 금오동,부상신고사고,0,0,0,2,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,53세,부상신고,보행자,남,11세,부상신고
923,2022101500100158,2022년 10월 15일 11시,토요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,47세,상해없음,자전거,남,12세,경상
924,2022101600100401,2022년 10월 16일 19시,일요일,경기도 평택시 비전동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,자전거,남,12세,경상
925,2022101700100495,2022년 10월 17일 17시,월요일,경기도 수원시 영통구 망포동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,71세,상해없음,보행자,여,10세,중상
926,2022101700100548,2022년 10월 17일 18시,월요일,경기도 안성시 공도읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,65세,기타불명,보행자,남,11세,중상
927,2022101700100565,2022년 10월 17일 18시,월요일,경기도 화성시 반송동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,22세,상해없음,자전거,남,12세,부상신고
928,2022101800100636,2022년 10월 18일 21시,화요일,경기도 용인시 기흥구 상하동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,37세,상해없음,자전거,남,11세,중상
929,2022101900100096,2022년 10월 19일 08시,수요일,경기도 부천시 심곡동,경상사고,0,0,1,0,차대사람 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,보행자,여,10세,경상
930,2022101900100360,2022년 10월 19일 15시,수요일,경기도 안산시 상록구 본오동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,신호위반,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,32세,상해없음,보행자,남,11세,부상신고
931,2022102000100131,2022년 10월 20일 08시,목요일,경기도 고양시 덕양구 신원동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,자전거,남,13세,상해없음,보행자,여,11세,경상
932,2022102000100374,2022년 10월 20일 15시,목요일,경기도 평택시 비전동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,기타 - 기타,자전거,남,14세,상해없음,보행자,여,10세,경상
933,2022102000100555,2022년 10월 20일 18시,목요일,경기도 고양시 일산서구 주엽동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,65세,상해없음,자전거,남,11세,경상
934,2022102100100110,2022년 10월 21일 08시,금요일,경기도 김포시 운양동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,17세,경상,자전거,남,12세,중상
935,2022102100100466,2022년 10월 21일 18시,금요일,경기도 수원시 영통구 원천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,32세,상해없음,보행자,남,12세,중상
936,2022102200100619,2022년 10월 22일 22시,토요일,경기도 화성시 산척동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,17세,상해없음,보행자,남,11세,부상신고
937,2022102300100209,2022년 10월 23일 14시,일요일,경기도 군포시 산본동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,자전거,남,11세,중상
938,2022102300100304,2022년 10월 23일 17시,일요일,경기도 부천시 도당동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,62세,상해없음,보행자,남,11세,경상
939,2022102300100366,2022년 10월 23일 19시,일요일,경기도 성남시 수정구 단대동,중상사고,0,1,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,31세,부상신고,보행자,남,10세,중상
941,2022102400100556,2022년 10월 24일 18시,월요일,경기도 고양시 일산동구 성석동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,11세,경상
942,2022102500100090,2022년 10월 25일 08시,화요일,경기도 안양시 동안구 호계동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,61세,상해없음,보행자,남,12세,중상
943,2022102500100321,2022년 10월 25일 14시,화요일,경기도 파주시 조리읍,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승합,남,73세,상해없음,보행자,남,10세,중상
945,2022102600100297,2022년 10월 26일 14시,수요일,경기도 화성시 우정읍,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,10세,중상
946,2022102800100134,2022년 10월 28일 08시,금요일,경기도 의정부시 용현동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,단일로 - 기타,개인형이동수단(PM),남,16세,기타불명,자전거,남,10세,경상
947,2022102800100384,2022년 10월 28일 15시,금요일,경기도 김포시 고촌읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,자전거,남,11세,경상
949,2022102800100538,2022년 10월 28일 18시,금요일,경기도 이천시 마장면,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,자전거,여,10세,부상신고
